USERNAME,COUNTRY_CODE,EMAIL_ADDRESS,CREDITCARD_TYPE,CUST_ID,AGE,SUBSCRIPTION_TYPE,WATCH_TOUCHPOINT,WATCH_STATUS,SUBSCRIPTION_TYPE,GENERATION,Dinosaur Planet,Isle of Man TT 2004 Review,Character,Paula Abduls Get Up & Dance,The Rise and Fall of ECW,Sick,8 Man,What the Do We Know,The Rings,Class of Nuke Em High 2,Fight club,Fighter,Full Frame Documentary Shorts,My Favorite Brunette,Lord of the Rings The Return of the King Extended Edition Bonus Material,Nature Antarctica,Neil Diamond Greatest Hits Live,Screamers,7 Seconds,Immortal Beloved,By Dawns Early Light,Seeta Aur Geeta,Strange Relations,Chump Change,Clifford Clifford Saves the Day,My Bloody Valentine,Inspector Morse 31 Death Is Now My Neighbour,Never Die Alone,Sesame Street Elmos World The Street We Live On
Janet Barbee        ,UK,Janet.A.Barbee@trashymail.com,JCB,12976,NA,Complete,Phone,Frequent,HighValue,Gen_Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1
Scottie Eggen       ,IT,Scottie.T.Eggen@mailinator.com,JCB,12988,68,Cancelled,Desktop,Frequent,MediumValue,Baby_Boomers,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Ashley Hamilton     ,UK,Ashley.G.Hamilton@mailinator.com,Discover,12996,NA,Complete,Phone,FirstTime,LowValue,Gen_Z,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Ashley Hamilton     ,UK,Ashley.G.Hamilton@mailinator.com,Discover,12996,NA,Complete,Phone,FirstTime,HighValue,Gen_Z,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
Dorothy Galvin      ,AU,Dorothy.J.Galvin@dodgeit.com,Discover,13000,age-52,Complete,Desktop,FirstTime,HighValue,Gen_Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
Deanna Cordell      ,IT,Deanna.J.Cordell@pookmail.com,Discover,13008,52,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deanna Cordell      ,IT,Deanna.J.Cordell@pookmail.com,Discover,13008,52,In-Progress,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Deanna Cordell      ,IT,Deanna.J.Cordell@pookmail.com,Discover,13008,52,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Deanna Cordell      ,IT,Deanna.J.Cordell@pookmail.com,Discover,13008,52,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Deanna Cordell      ,IT,Deanna.J.Cordell@pookmail.com,Discover,13008,52,Cancelled,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deanna Cordell      ,IT,Deanna.J.Cordell@pookmail.com,Discover,13008,52,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Annette Gerace      ,AU,Annette.J.Gerace@spambob.com,JCB,13016,43,Complete,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
Annette Gerace      ,AU,Annette.J.Gerace@spambob.com,JCB,13016,43,Complete,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack Smith          ,IT,Jack.A.Smith@trashymail.com,Discover,13028,70,Abandoned,Desktop,Frequent,HighValue,Baby_Boomers,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
Jay Roberts         ,IT,Jay.R.Roberts@dodgeit.com,American Express,13036,42,Abandoned,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Jay Roberts         ,IT,Jay.R.Roberts@dodgeit.com,American Express,13036,42,Cancelled,Phone,Occasional,LowValue,Gen_X,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jay Roberts         ,IT,Jay.R.Roberts@dodgeit.com,American Express,13036,42,In-Progress,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Devon Stevens       ,AU,Devon.S.Stevens@pookmail.com,American Express,13040,70,Complete,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
Devon Stevens       ,AU,Devon.S.Stevens@pookmail.com,American Express,13040,70,In-Progress,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
Devon Stevens       ,AU,Devon.S.Stevens@pookmail.com,American Express,13040,70,In-Progress,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Devon Stevens       ,AU,Devon.S.Stevens@pookmail.com,American Express,13040,70,Complete,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
Jim Purpura         ,IT,Jim.A.Purpura@spambob.com,VISA,13052,42,Complete,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Jim Purpura         ,IT,Jim.A.Purpura@spambob.com,VISA,13052,42,Complete,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Jim Purpura         ,IT,Jim.A.Purpura@spambob.com,VISA,13052,42,Complete,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Jim Purpura         ,IT,Jim.A.Purpura@spambob.com,VISA,13052,42,Cancelled,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Ron Russell         ,IT,Ron.E.Russell@pookmail.com,JCB,13056,46,Complete,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Shirley Christensen ,IT,Shirley.E.Christensen@pookmail.com,VISA,13060,54,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Shirley Christensen ,IT,Shirley.E.Christensen@pookmail.com,VISA,13060,54,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bill Stephens       ,UK,Bill.T.Stephens@spambob.com,American Express,13064,28,Complete,Phone,FirstTime,MediumValue,Gen_Y,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Bill Stephens       ,UK,Bill.T.Stephens@spambob.com,American Express,13064,28,Abandoned,Desktop,FirstTime,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Bill Stephens       ,UK,Bill.T.Stephens@spambob.com,American Express,13064,28,Complete,Desktop,FirstTime,HighValue,Gen_Y,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0
Bill Stephens       ,UK,Bill.T.Stephens@spambob.com,American Express,13064,28,In-Progress,Phone,FirstTime,MediumValue,Gen_Y,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
Bill Stephens       ,UK,Bill.T.Stephens@spambob.com,American Express,13064,28,Complete,Desktop,FirstTime,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bill Stephens       ,UK,Bill.T.Stephens@spambob.com,American Express,13064,28,Cancelled,Phone,FirstTime,LowValue,Gen_Y,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bill Stephens       ,UK,Bill.T.Stephens@spambob.com,American Express,13064,28,Complete,Phone,FirstTime,LowValue,Gen_Y,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sophie Mclin        ,AU,Sophie.H.Mclin@mailinator.com,JCB,13092,63,Cancelled,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Angela Klein        ,AU,Angela.S.Klein@spambob.com,VISA,13096,30,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Angela Klein        ,AU,Angela.S.Klein@spambob.com,VISA,13096,30,Abandoned,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Gardner     ,FR,Michael.K.Gardner@mailinator.com,Diners Club,13100,33,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Gardner     ,FR,Michael.K.Gardner@mailinator.com,Diners Club,13100,33,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Michael Gardner     ,FR,Michael.K.Gardner@mailinator.com,Diners Club,13100,33,In-Progress,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Joyce Dorsey        ,AU,Joyce.F.Dorsey@mailinator.com,VISA,13104,49,Complete,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kimberly Taylor     ,IT,Kimberly.R.Taylor@dodgeit.com,Diners Club,13108,age-NA,Complete,Phone,FirstTime,MediumValue,Gen_Z,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam Mccurry        ,IT,Adam.H.Mccurry@mailinator.com,Diners Club,13116,62,Cancelled,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethel Augustine     ,AU,Ethel.B.Augustine@pookmail.com,VISA,13120,58,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethel Augustine     ,AU,Ethel.B.Augustine@pookmail.com,VISA,13120,58,In-Progress,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Probst        ,AU,Tyler.J.Probst@pookmail.com,Diners Club,13124,42,Cancelled,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Probst        ,AU,Tyler.J.Probst@pookmail.com,Diners Club,13124,42,Complete,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Tyler Probst        ,AU,Tyler.J.Probst@pookmail.com,Diners Club,13124,42,Abandoned,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Jeanne Harris       ,AU,Jeanne.E.Harris@trashymail.com,VISA,13132,48,Complete,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Jeanne Harris       ,AU,Jeanne.E.Harris@trashymail.com,VISA,13132,48,Cancelled,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Jeanne Harris       ,AU,Jeanne.E.Harris@trashymail.com,VISA,13132,48,Complete,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Jeanne Harris       ,AU,Jeanne.E.Harris@trashymail.com,VISA,13132,48,Cancelled,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elmer Neary         ,ES,Elmer.E.Neary@dodgeit.com,VISA,13140,23,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Elmer Neary         ,ES,Elmer.E.Neary@dodgeit.com,VISA,13140,23,Complete,Phone,Occasional,MediumValue,Gen_Y,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Pamela Schultz      ,AU,Pamela.D.Schultz@dodgeit.com,Diners Club,13148,72,Complete,Desktop,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pamela Schultz      ,AU,Pamela.D.Schultz@dodgeit.com,Diners Club,13148,72,Cancelled,Desktop,Occasional,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
Pamela Schultz      ,AU,Pamela.D.Schultz@dodgeit.com,Diners Club,13148,72,Complete,Desktop,Occasional,HighValue,Baby_Boomers,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1
Vicky Markus        ,IT,Vicky.C.Markus@spambob.com,American Express,13152,33,Cancelled,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vicky Markus        ,IT,Vicky.C.Markus@spambob.com,American Express,13152,33,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vicky Markus        ,IT,Vicky.C.Markus@spambob.com,American Express,13152,33,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Caryn Groff         ,IT,Caryn.J.Groff@dodgeit.com,Discover,13156,34,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Caryn Groff         ,IT,Caryn.J.Groff@dodgeit.com,Discover,13156,34,Complete,Phone,Occasional,LowValue,Gen_Y,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caryn Groff         ,IT,Caryn.J.Groff@dodgeit.com,Discover,13156,34,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ken Bennett         ,CA,Ken.H.Bennett@trashymail.com,American Express,13160,30,Complete,Phone,Occasional,LowValue,Gen_Y,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ken Bennett         ,CA,Ken.H.Bennett@trashymail.com,American Express,13160,30,In-Progress,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ken Bennett         ,CA,Ken.H.Bennett@trashymail.com,American Express,13160,30,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Ken Bennett         ,CA,Ken.H.Bennett@trashymail.com,American Express,13160,30,In-Progress,Phone,Occasional,LowValue,Gen_Y,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beth Copeland       ,ES,Beth.L.Copeland@dodgeit.com,VISA,13168,47,Cancelled,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Beth Copeland       ,ES,Beth.L.Copeland@dodgeit.com,VISA,13168,47,In-Progress,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Aaron Newman        ,ES,Aaron.C.Newman@mailinator.com,Diners Club,13172,23,Cancelled,Phone,FirstTime,MediumValue,Gen_Y,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Everette Roland     ,IT,Everette.C.Roland@dodgeit.com,American Express,13176,20,Cancelled,Phone,Frequent,HighValue,Gen_Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
Everette Roland     ,IT,Everette.C.Roland@dodgeit.com,American Express,13176,20,Abandoned,Phone,Frequent,HighValue,Gen_Z,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1
Everette Roland     ,IT,Everette.C.Roland@dodgeit.com,American Express,13176,20,Complete,Phone,Frequent,MediumValue,Gen_Z,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1
Everette Roland     ,IT,Everette.C.Roland@dodgeit.com,American Express,13176,20,Complete,Phone,Frequent,MediumValue,Gen_Z,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Everette Roland     ,IT,Everette.C.Roland@dodgeit.com,American Express,13176,20,Complete,Phone,Frequent,HighValue,Gen_Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
Patricia Underwood  ,UK,Patricia.H.Underwood@trashymail.com,VISA,13180,27,Complete,Phone,Occasional,HighValue,Gen_Y,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0
Patricia Underwood  ,UK,Patricia.H.Underwood@trashymail.com,VISA,13180,27,Complete,Phone,Occasional,HighValue,Gen_Y,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
Patricia Underwood  ,UK,Patricia.H.Underwood@trashymail.com,VISA,13180,27,Complete,Phone,Occasional,MediumValue,Gen_Y,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
Mary Guzman         ,FR,Mary.R.Guzman@spambob.com,Diners Club,13184,48,Complete,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mary Guzman         ,FR,Mary.R.Guzman@spambob.com,Diners Club,13184,48,Complete,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mary Guzman         ,FR,Mary.R.Guzman@spambob.com,Diners Club,13184,48,Complete,Phone,Occasional,LowValue,Gen_X,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mary Guzman         ,FR,Mary.R.Guzman@spambob.com,Diners Club,13184,48,Complete,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
David Johnson       ,FR,David.L.Johnson@dodgeit.com,American Express,13188,26,Complete,Phone,Occasional,HighValue,Gen_Y,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
Linda Carter        ,IT,Linda.S.Carter@dodgeit.com,Discover,13192,35,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Linda Carter        ,IT,Linda.S.Carter@dodgeit.com,Discover,13192,35,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Linda Carter        ,IT,Linda.S.Carter@dodgeit.com,Discover,13192,35,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Linda Carter        ,IT,Linda.S.Carter@dodgeit.com,Discover,13192,35,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sherrill Vineyard   ,UK,Sherrill.M.Vineyard@dodgeit.com,American Express,13196,age-NA,Complete,Phone,FirstTime,HighValue,Gen_Z,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1
Tomoko Starr        ,AU,Tomoko.D.Starr@pookmail.com,JCB,13204,59,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Daniel Pittenger    ,IT,Daniel.L.Pittenger@dodgeit.com,JCB,13232,39,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Daniel Pittenger    ,IT,Daniel.L.Pittenger@dodgeit.com,JCB,13232,39,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karlyn Greene       ,IT,Karlyn.W.Greene@spambob.com,Discover,13236,33,Cancelled,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Karlyn Greene       ,IT,Karlyn.W.Greene@spambob.com,Discover,13236,33,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karlyn Greene       ,IT,Karlyn.W.Greene@spambob.com,Discover,13236,33,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karlyn Greene       ,IT,Karlyn.W.Greene@spambob.com,Discover,13236,33,Abandoned,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karlyn Greene       ,IT,Karlyn.W.Greene@spambob.com,Discover,13236,33,Cancelled,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Kenneth Deluca      ,AU,Kenneth.S.Deluca@pookmail.com,American Express,13240,age-23,Complete,Desktop,FirstTime,MediumValue,Gen_Z,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
Kenneth Deluca      ,AU,Kenneth.S.Deluca@pookmail.com,American Express,13240,age-23,In-Progress,Phone,FirstTime,LowValue,Gen_Z,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patricia Vang       ,IT,Patricia.W.Vang@trashymail.com,Diners Club,13244,32,In-Progress,Phone,Occasional,LowValue,Gen_Y,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patricia Vang       ,IT,Patricia.W.Vang@trashymail.com,Diners Club,13244,32,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patricia Vang       ,IT,Patricia.W.Vang@trashymail.com,Diners Club,13244,32,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Patricia Vang       ,IT,Patricia.W.Vang@trashymail.com,Diners Club,13244,32,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Patricia Vang       ,IT,Patricia.W.Vang@trashymail.com,Diners Club,13244,32,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patricia Vang       ,IT,Patricia.W.Vang@trashymail.com,Diners Club,13244,32,Complete,Phone,Occasional,LowValue,Gen_Y,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alicia Lackey       ,IT,Alicia.J.Lackey@dodgeit.com,JCB,13252,37,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Alicia Lackey       ,IT,Alicia.J.Lackey@dodgeit.com,JCB,13252,37,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Alicia Lackey       ,IT,Alicia.J.Lackey@dodgeit.com,JCB,13252,37,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
